das,close
301.239,-0.045
301.242,-0.04
301.244,-0.035
301.247,-0.035
301.25,-0.025
301.253,-0.035
301.256,-0.03
301.258,-0.025
301.261,-0.02
301.264,-0.015
301.267,-0.02
301.269,-0.015
301.272,0
301.275,0.02
301.278,0.035
301.281,0.04
301.283,0.02
301.286,0.015
301.289,0.005
301.292,0.01
301.294,0.02
301.297,0.03
301.3,0.02
301.303,0.035
301.306,0.04
301.308,0.06
301.311,0.055
301.314,0.03
301.317,0.015
301.319,-0.03
301.322,-0.04
301.325,-0.05
301.328,-0.035
301.331,-0.025
301.333,-0.03
301.336,-0.04
301.339,-0.04
301.342,-0.04
301.344,-0.05
301.347,-0.04
301.35,-0.05
301.353,-0.075
301.356,-0.085
301.358,-0.095
301.361,-0.09
301.364,-0.095
301.367,-0.085
301.369,-0.075
301.372,-0.06
301.375,-0.045
301.378,-0.02
301.381,-0.01
301.383,0
301.386,0
301.389,0
301.392,0.015
301.394,0.02
301.397,0.045
301.4,0.055
301.403,0.045
301.406,0.04
301.408,0.03
301.411,0.035
301.414,0.035
301.417,0.055
301.419,0.065
301.422,0.105
301.425,0.12
301.428,0.175
301.431,0.245
301.433,0.29
301.436,0.295
301.439,0.29
301.442,0.285
301.444,0.275
301.447,0.28
301.45,0.22
301.453,0.095
301.456,-0.095
301.458,-0.335
301.461,-0.63
301.464,-0.9
301.467,-1.095
301.469,-1.25
301.472,-1.375
301.475,-1.465
301.478,-1.53
301.481,-1.575
301.483,-1.605
301.486,-1.625
301.489,-1.585
301.492,-1.48
301.494,-1.36
301.497,-1.215
301.5,-1.105
301.503,-0.995
301.506,-0.905
301.508,-0.84
301.511,-0.805
301.514,-0.765
301.517,-0.745
301.519,-0.71
301.522,-0.69
301.525,-0.66
301.528,-0.645
301.531,-0.615
301.533,-0.595
301.536,-0.58
301.539,-0.565
301.542,-0.535
301.544,-0.46
301.547,-0.385
301.55,-0.31
301.553,-0.25
301.556,-0.205
301.558,-0.14
301.561,-0.08
301.564,-0.035
301.567,-0.005
301.569,0.04
301.572,0.095
301.575,0.13
301.578,0.17
301.581,0.19
301.583,0.185
301.586,0.175
301.589,0.17
301.592,0.19
301.594,0.21
301.597,0.215
301.6,0.215
301.603,0.21
301.606,0.22
301.608,0.23
301.611,0.245
301.614,0.245
301.617,0.245
301.619,0.25
301.622,0.27
301.625,0.285
301.628,0.285
301.631,0.29
301.633,0.295
301.636,0.3
301.639,0.325
301.642,0.33
301.644,0.355
301.647,0.37
301.65,0.36
301.653,0.375
301.656,0.4
301.658,0.42
301.661,0.445
301.664,0.46
301.667,0.455
301.669,0.45
301.672,0.465
301.675,0.495
301.678,0.51
301.681,0.525
301.683,0.51
301.686,0.515
301.689,0.505
301.692,0.52
301.694,0.525
301.697,0.52
301.7,0.525
301.703,0.53
301.706,0.57
301.708,0.59
301.711,0.585
301.714,0.57
301.717,0.575
301.719,0.575
301.722,0.575
301.725,0.585
301.728,0.585
301.731,0.575
301.733,0.54
301.736,0.535
301.739,0.53
301.742,0.515
301.744,0.505
301.747,0.49
301.75,0.47
301.753,0.435
301.756,0.43
301.758,0.4
301.761,0.37
301.764,0.335
301.767,0.295
301.769,0.26
301.772,0.23
301.775,0.215
301.778,0.215
301.781,0.195
301.783,0.165
301.786,0.125
301.789,0.105
301.792,0.095
301.794,0.09
301.797,0.075
301.8,0.065
301.803,0.05
301.806,0.04
301.808,0.02
301.811,0.01
301.814,-0.005
301.817,-0.01
301.819,-0.025
301.822,-0.04
301.825,-0.045
301.828,-0.055
301.831,-0.075
301.833,-0.09
301.836,-0.11
301.839,-0.11
301.842,-0.095
301.844,-0.095
301.847,-0.105
301.85,-0.115
301.853,-0.105
301.856,-0.095
301.858,-0.085
301.861,-0.09
301.864,-0.08
301.867,-0.09
301.869,-0.1
301.872,-0.1
301.875,-0.095
301.878,-0.105
301.881,-0.115
301.883,-0.125
301.886,-0.11
301.889,-0.085
301.892,-0.09
301.894,-0.1
301.897,-0.11
301.9,-0.085
301.903,-0.06
301.906,-0.07
301.908,-0.04
301.911,-0.025
301.914,-0.02
301.917,-0.035
301.919,-0.055
301.922,-0.06
301.925,-0.04
301.928,-0.03
301.931,-0.02
301.933,-0.025
301.936,-0.04
301.939,-0.05
301.942,-0.055
301.944,-0.045
301.947,-0.055
301.95,-0.06
301.953,-0.07
301.956,-0.065
301.958,-0.05
301.961,-0.04
301.964,-0.055
301.967,-0.08
301.969,-0.08
301.972,-0.055
301.975,-0.03
301.978,-0.03
301.981,-0.03
301.983,-0.035
301.986,-0.025
301.989,-0.015
301.992,-0.015
301.994,-0.02
301.997,-0.03
302,-0.04
302.003,-0.05
302.006,-0.05
302.008,-0.085
302.011,-0.11
302.014,-0.15
302.017,-0.175
302.019,-0.185
302.022,-0.18
302.025,-0.175
302.028,-0.185
302.031,-0.185
302.033,-0.165
302.036,-0.13
302.039,-0.105
302.042,-0.09
302.044,-0.075
302.047,-0.07
302.05,-0.08
302.053,-0.085
302.056,-0.095
302.058,-0.105
302.061,-0.095
302.064,-0.11
302.067,-0.14
302.069,-0.165
302.072,-0.165
302.075,-0.16
302.078,-0.175
302.081,-0.195
302.083,-0.2
302.086,-0.19
302.089,-0.17
302.092,-0.175
302.094,-0.165
302.097,-0.165
302.1,-0.15
302.103,-0.15
302.106,-0.135
302.108,-0.135
302.111,-0.125
302.114,-0.155
302.117,-0.175
302.119,-0.205
302.122,-0.22
302.125,-0.225
302.128,-0.195
302.131,-0.15
302.133,-0.09
302.136,-0.035
302.139,0.04
302.142,0.14
302.144,0.235
302.147,0.315
302.15,0.38
302.153,0.445
302.156,0.53
302.158,0.65
302.161,0.775
302.164,0.855
302.167,0.9
302.169,0.885
302.172,0.85
302.175,0.765
302.178,0.625
302.181,0.325
302.183,-0.065
302.186,-0.375
302.189,-0.52
302.192,-0.56
302.194,-0.55
302.197,-0.545
302.2,-0.495
302.203,-0.44
302.206,-0.385
302.208,-0.35
302.211,-0.34
302.214,-0.325
302.217,-0.31
302.219,-0.315
302.222,-0.33
302.225,-0.335
302.228,-0.34
302.231,-0.335
302.233,-0.34
302.236,-0.345
302.239,-0.355
302.242,-0.345
302.244,-0.33
302.247,-0.335
302.25,-0.325
302.253,-0.31
302.256,-0.3
302.258,-0.305
302.261,-0.305
302.264,-0.325
302.267,-0.315
302.269,-0.335
302.272,-0.32
302.275,-0.31
302.278,-0.315
302.281,-0.325
302.283,-0.32
302.286,-0.345
302.289,-0.335
302.292,-0.33
302.294,-0.34
302.297,-0.345
302.3,-0.335
302.303,-0.34
302.306,-0.315
302.308,-0.315
302.311,-0.3
302.314,-0.29
302.317,-0.305
302.319,-0.32
302.322,-0.33
302.325,-0.33
302.328,-0.31
302.331,-0.305
302.333,-0.29
302.336,-0.295
302.339,-0.285
302.342,-0.285
302.344,-0.26
302.347,-0.27
302.35,-0.28
302.353,-0.31
302.356,-0.3
302.358,-0.27
302.361,-0.25
302.364,-0.245
302.367,-0.265
302.369,-0.26
302.372,-0.245
302.375,-0.22
302.378,-0.19
302.381,-0.195
302.383,-0.195
302.386,-0.22
302.389,-0.215
302.392,-0.21
302.394,-0.2
302.397,-0.2
302.4,-0.19
302.403,-0.215
302.406,-0.21
302.408,-0.205
302.411,-0.19
302.414,-0.19
302.417,-0.19
302.419,-0.185
302.422,-0.16
302.425,-0.15
302.428,-0.145
302.431,-0.14
302.433,-0.135
302.436,-0.155
302.439,-0.145
302.442,-0.145
302.444,-0.14
302.447,-0.135
302.45,-0.145
302.453,-0.155
302.456,-0.17
302.458,-0.16
302.461,-0.15
302.464,-0.135
302.467,-0.12
302.469,-0.105
302.472,-0.1
302.475,-0.11
302.478,-0.12
302.481,-0.125
302.483,-0.13
302.486,-0.14
302.489,-0.14
302.492,-0.125
302.494,-0.12
302.497,-0.13
302.5,-0.15
302.503,-0.145
302.506,-0.145
302.508,-0.145
302.511,-0.155
302.514,-0.155
302.517,-0.175
302.519,-0.18
302.522,-0.17
302.525,-0.165
302.528,-0.16
302.531,-0.185
302.533,-0.185
302.536,-0.2
302.539,-0.185
302.542,-0.19
302.544,-0.195
302.547,-0.2
302.55,-0.22
302.553,-0.235
302.556,-0.215
302.558,-0.185
302.561,-0.165
302.564,-0.17
302.567,-0.175
302.569,-0.175
302.572,-0.175
302.575,-0.185
302.578,-0.175
302.581,-0.185
302.583,-0.19
302.586,-0.205
302.589,-0.205
302.592,-0.19
302.594,-0.17
302.597,-0.185
302.6,-0.19
302.603,-0.195
302.606,-0.19
302.608,-0.185
302.611,-0.175
302.614,-0.195
302.617,-0.2
302.619,-0.19
302.622,-0.175
302.625,-0.15
302.628,-0.135
302.631,-0.105
302.633,-0.095
302.636,-0.105
302.639,-0.11
302.642,-0.125
302.644,-0.14
302.647,-0.135
302.65,-0.135
302.653,-0.16
302.656,-0.145
302.658,-0.135
302.661,-0.13
302.664,-0.15
302.667,-0.145
302.669,-0.165
302.672,-0.165
302.675,-0.145
302.678,-0.135
302.681,-0.15
302.683,-0.155
302.686,-0.15
302.689,-0.15
302.692,-0.135
302.694,-0.12
302.697,-0.11
302.7,-0.1
302.703,-0.1
302.706,-0.08
302.708,-0.08
302.711,-0.085
302.714,-0.085
302.717,-0.095
302.719,-0.12
302.722,-0.11
302.725,-0.11
302.728,-0.095
302.731,-0.1
302.733,-0.105
302.736,-0.11
302.739,-0.11
302.742,-0.11
302.744,-0.105
302.747,-0.085
302.75,-0.09
302.753,-0.07
302.756,-0.07
302.758,-0.075
302.761,-0.095
302.764,-0.095
302.767,-0.09
302.769,-0.09
302.772,-0.095
302.775,-0.11
302.778,-0.11
302.781,-0.14
302.783,-0.145
302.786,-0.11
302.789,-0.045
302.792,0.05
302.794,0.145
302.797,0.245
302.8,0.325
302.803,0.4
302.806,0.48
302.808,0.57
302.811,0.68
302.814,0.765
302.817,0.85
302.819,0.9
302.822,0.89
302.825,0.845
302.828,0.76
302.831,0.6
302.833,0.365
302.836,0.08
302.839,-0.15
302.842,-0.29
302.844,-0.355
302.847,-0.365
302.85,-0.355
302.853,-0.33
302.856,-0.295
302.858,-0.265
302.861,-0.24
302.864,-0.25
302.867,-0.26
302.869,-0.25
302.872,-0.255
302.875,-0.235
302.878,-0.24
302.881,-0.265
302.883,-0.265
302.886,-0.27
302.889,-0.265
302.892,-0.24
302.894,-0.23
302.897,-0.215
302.9,-0.215
302.903,-0.225
302.906,-0.23
302.908,-0.23
302.911,-0.21
302.914,-0.21
302.917,-0.22
302.919,-0.225
302.922,-0.225
302.925,-0.19
302.928,-0.18
302.931,-0.185
302.933,-0.185
302.936,-0.195
302.939,-0.205
302.942,-0.19
302.944,-0.16
302.947,-0.17
302.95,-0.18
302.953,-0.18
302.956,-0.17
302.958,-0.165
302.961,-0.16
302.964,-0.165
302.967,-0.165
302.969,-0.185
302.972,-0.155
302.975,-0.145
302.978,-0.135
302.981,-0.14
302.983,-0.145
302.986,-0.14
302.989,-0.115
302.992,-0.095
302.994,-0.065
302.997,-0.05
303,-0.055
303.003,-0.055
303.006,-0.06
303.008,-0.05
303.011,-0.015
303.014,0
303.017,-0.005
303.019,-0.02
303.022,-0.015
303.025,0
303.028,0.045
303.031,0.045
303.033,0.03
303.036,0.04
303.039,0.035
303.042,0.035
303.044,0.05
303.047,0.04
303.05,0.035
303.053,0.025
303.056,0.03
303.058,0.06
303.061,0.085
303.064,0.1
303.067,0.095
303.069,0.085
303.072,0.08
303.075,0.105
303.078,0.12
303.081,0.095
303.083,0.09
303.086,0.065
303.089,0.075
303.092,0.085
303.094,0.1
303.097,0.12
303.1,0.11
303.103,0.06
303.106,0.02
303.108,0.015
303.111,0.02
303.114,0.035
303.117,0.025
303.119,0
303.122,-0.01
303.125,-0.03
303.128,-0.06
303.131,-0.055
303.133,-0.07
303.136,-0.065
303.139,-0.04
303.142,-0.05
303.144,-0.07
303.147,-0.1
303.15,-0.115
303.153,-0.11
303.156,-0.105
303.158,-0.085
303.161,-0.09
303.164,-0.095
303.167,-0.105
303.169,-0.11
303.172,-0.11
303.175,-0.115
303.178,-0.155
303.181,-0.16
303.183,-0.155
303.186,-0.16
303.189,-0.15
303.192,-0.16
303.194,-0.185
303.197,-0.18
303.2,-0.175
303.203,-0.17
303.206,-0.165
303.208,-0.17
303.211,-0.175
303.214,-0.165
303.217,-0.18
303.219,-0.175
303.222,-0.155
303.225,-0.15
303.228,-0.16
303.231,-0.165
303.233,-0.155
303.236,-0.14
303.239,-0.16
303.242,-0.165
303.244,-0.14
303.247,-0.145
303.25,-0.135
303.253,-0.155
303.256,-0.14
303.258,-0.125
303.261,-0.105
303.264,-0.105
303.267,-0.135
303.269,-0.18
303.272,-0.195
303.275,-0.18
303.278,-0.155
303.281,-0.155
303.283,-0.16
303.286,-0.15
303.289,-0.135
303.292,-0.12
303.294,-0.13
303.297,-0.165
303.3,-0.21
303.303,-0.24
303.306,-0.235
303.308,-0.23
303.311,-0.195
303.314,-0.2
303.317,-0.205
303.319,-0.205
303.322,-0.19
303.325,-0.155
303.328,-0.13
303.331,-0.135
303.333,-0.135
303.336,-0.145
303.339,-0.15
303.342,-0.165
303.344,-0.175
303.347,-0.2
303.35,-0.215
303.353,-0.22
303.356,-0.22
303.358,-0.22
303.361,-0.2
303.364,-0.2
303.367,-0.225
303.369,-0.22
303.372,-0.215
303.375,-0.205
303.378,-0.18
303.381,-0.175
303.383,-0.18
303.386,-0.175
303.389,-0.165
303.392,-0.175
303.394,-0.18
303.397,-0.175
303.4,-0.15
303.403,-0.145
303.406,-0.135
303.408,-0.155
303.411,-0.175
303.414,-0.21
303.417,-0.21
303.419,-0.205
303.422,-0.15
303.425,-0.085
303.428,-0.025
303.431,0.025
303.433,0.09
303.436,0.18
303.439,0.275
303.442,0.36
303.444,0.43
303.447,0.505
303.45,0.575
303.453,0.615
303.456,0.675
303.458,0.75
303.461,0.78
303.464,0.75
303.467,0.675
303.469,0.545
303.472,0.34
303.475,0.035
303.478,-0.235
303.481,-0.42
303.483,-0.515
303.486,-0.575
303.489,-0.62
303.492,-0.6
303.494,-0.545
303.497,-0.49
303.5,-0.465
303.503,-0.48
303.506,-0.445
303.508,-0.39
303.511,-0.33
303.514,-0.285
303.517,-0.285
303.519,-0.31
303.522,-0.34
303.525,-0.33
303.528,-0.3
303.531,-0.28
303.533,-0.27
303.536,-0.27
303.539,-0.255
303.542,-0.235
303.544,-0.19
303.547,-0.18
303.55,-0.185
303.553,-0.225
303.556,-0.235
303.558,-0.23
303.561,-0.22
303.564,-0.21
303.567,-0.21
303.569,-0.225
303.572,-0.245
303.575,-0.245
303.578,-0.245
303.581,-0.23
303.583,-0.225
303.586,-0.22
303.589,-0.225
303.592,-0.215
303.594,-0.205
303.597,-0.225
303.6,-0.24
303.603,-0.255
303.606,-0.235
303.608,-0.215
303.611,-0.175
303.614,-0.165
303.617,-0.155
303.619,-0.17
303.622,-0.15
303.625,-0.155
303.628,-0.155
303.631,-0.135
303.633,-0.165
303.636,-0.18
303.639,-0.21
303.642,-0.205
303.644,-0.16
303.647,-0.12
303.65,-0.1
303.653,-0.1
303.656,-0.09
303.658,-0.075
303.661,-0.05
303.664,-0.035
303.667,-0.03
303.669,-0.03
303.672,-0.03
303.675,-0.03
303.678,-0.02
303.681,-0.005
303.683,-0.01
303.686,-0.01
303.689,-0.005
303.692,-0.01
303.694,-0.03
303.697,-0.03
303.7,-0.035
303.703,-0.015
303.706,0.01
303.708,0.02
303.711,0.025
303.714,0.01
303.717,0.01
303.719,0
303.722,0.01
303.725,0.015
303.728,0.015
303.731,0
303.733,-0.02
303.736,-0.05
303.739,-0.08
303.742,-0.085
303.744,-0.085
303.747,-0.075
303.75,-0.07
303.753,-0.105
303.756,-0.09
303.758,-0.085
303.761,-0.06
303.764,-0.07
303.767,-0.085
303.769,-0.11
303.772,-0.115
303.775,-0.1
303.778,-0.09
303.781,-0.085
303.783,-0.11
303.786,-0.16
303.789,-0.165
303.792,-0.185
303.794,-0.175
303.797,-0.195
303.8,-0.185
303.803,-0.175
303.806,-0.17
303.808,-0.175
303.811,-0.175
303.814,-0.175
303.817,-0.185
303.819,-0.2
303.822,-0.185
303.825,-0.175
303.828,-0.185
303.831,-0.18
303.833,-0.18
303.836,-0.17
303.839,-0.175
303.842,-0.155
303.844,-0.15
303.847,-0.155
303.85,-0.175
303.853,-0.18
303.856,-0.19
303.858,-0.2
303.861,-0.2
303.864,-0.22
303.867,-0.235
303.869,-0.23
303.872,-0.21
303.875,-0.18
303.878,-0.165
303.881,-0.18
303.883,-0.2
303.886,-0.205
303.889,-0.19
303.892,-0.185
303.894,-0.18
303.897,-0.18
303.9,-0.2
303.903,-0.22
303.906,-0.22
303.908,-0.21
303.911,-0.22
303.914,-0.235
303.917,-0.255
303.919,-0.27
303.922,-0.25
303.925,-0.225
303.928,-0.2
303.931,-0.185
303.933,-0.185
303.936,-0.175
303.939,-0.18
303.942,-0.195
303.944,-0.21
303.947,-0.23
303.95,-0.24
303.953,-0.265
303.956,-0.28
303.958,-0.265
303.961,-0.255
303.964,-0.235
303.967,-0.24
303.969,-0.26
303.972,-0.275
303.975,-0.275
303.978,-0.26
303.981,-0.255
303.983,-0.235
303.986,-0.22
303.989,-0.23
303.992,-0.25
303.994,-0.26
303.997,-0.26
304,-0.28
304.003,-0.32
304.006,-0.335
304.008,-0.325
304.011,-0.285
304.014,-0.26
304.017,-0.205
304.019,-0.125
304.022,-0.03
304.025,0.085
304.028,0.21
304.031,0.29
304.033,0.355
304.036,0.415
304.039,0.515
304.042,0.655
304.044,0.78
304.047,0.865
304.05,0.895
304.053,0.855
304.056,0.795
304.058,0.7
304.061,0.53
304.064,0.21
304.067,-0.155
304.069,-0.43
304.072,-0.565
304.075,-0.6
304.078,-0.595
304.081,-0.565
304.083,-0.525
304.086,-0.47
304.089,-0.425
304.092,-0.41
304.094,-0.39
304.097,-0.375
304.1,-0.37
304.103,-0.375
304.106,-0.39
304.108,-0.39
304.111,-0.365
304.114,-0.365
304.117,-0.37
304.119,-0.38
304.122,-0.385
304.125,-0.385
304.128,-0.36
304.131,-0.345
304.133,-0.33
304.136,-0.325
304.139,-0.345
304.142,-0.365
304.144,-0.365
304.147,-0.32
304.15,-0.245
304.153,-0.225
304.156,-0.255
304.158,-0.275
304.161,-0.29
304.164,-0.29
304.167,-0.305
304.169,-0.31
304.172,-0.305
304.175,-0.29
304.178,-0.275
304.181,-0.27
304.183,-0.27
304.186,-0.3
304.189,-0.295
304.192,-0.3
304.194,-0.29
304.197,-0.285
304.2,-0.29
304.203,-0.29
304.206,-0.285
304.208,-0.28
304.211,-0.28
304.214,-0.295
304.217,-0.275
304.219,-0.255
304.222,-0.245
304.225,-0.235
304.228,-0.235
304.231,-0.245
304.233,-0.245
304.236,-0.24
304.239,-0.225
304.242,-0.225
304.244,-0.21
304.247,-0.2
304.25,-0.19
304.253,-0.195
304.256,-0.21
304.258,-0.185
304.261,-0.17
304.264,-0.15
304.267,-0.155
304.269,-0.18
304.272,-0.185
304.275,-0.15
304.278,-0.09
304.281,-0.06
304.283,-0.07
304.286,-0.085
304.289,-0.09
304.292,-0.07
304.294,-0.06
304.297,-0.055
304.3,-0.055
304.303,-0.065
304.306,-0.055
304.308,-0.055
304.311,-0.055
304.314,-0.06
304.317,-0.04
304.319,-0.065
304.322,-0.065
304.325,-0.065
304.328,-0.065
304.331,-0.06
304.333,-0.09
304.336,-0.095
304.339,-0.075
304.342,-0.065
304.344,-0.065
304.347,-0.08
304.35,-0.1
304.353,-0.11
304.356,-0.12
304.358,-0.125
304.361,-0.125
304.364,-0.14
304.367,-0.135
304.369,-0.155
304.372,-0.18
304.375,-0.175
304.378,-0.155
304.381,-0.165
304.383,-0.17
304.386,-0.18
304.389,-0.19
304.392,-0.2
304.394,-0.195
304.397,-0.195
304.4,-0.2
304.403,-0.205
304.406,-0.22
304.408,-0.24
304.411,-0.26
304.414,-0.25
304.417,-0.235
304.419,-0.225
304.422,-0.24
304.425,-0.245
304.428,-0.23
304.431,-0.205
304.433,-0.19
304.436,-0.2
304.439,-0.22
304.442,-0.25
304.444,-0.265
304.447,-0.28
304.45,-0.28
304.453,-0.29
304.456,-0.285
304.458,-0.265
304.461,-0.255
304.464,-0.25
304.467,-0.24
304.469,-0.22
304.472,-0.2
304.475,-0.19
304.478,-0.185
304.481,-0.185
304.483,-0.175
304.486,-0.18
304.489,-0.17
304.492,-0.18
304.494,-0.18
304.497,-0.185
304.5,-0.205
304.503,-0.235
304.506,-0.25
304.508,-0.25
304.511,-0.255
304.514,-0.26
304.517,-0.26
304.519,-0.27
304.522,-0.28
304.525,-0.265
304.528,-0.265
304.531,-0.27
304.533,-0.28
304.536,-0.28
304.539,-0.28
304.542,-0.265
304.544,-0.245
304.547,-0.235
304.55,-0.23
304.553,-0.245
304.556,-0.235
304.558,-0.205
304.561,-0.19
304.564,-0.205
304.567,-0.225
304.569,-0.24
304.572,-0.255
